수송일자,역명,합계
2023-02-23,종로3가,24407
2023-02-23,을지로3가,25926
2023-02-23,동대입구,17475
2023-02-23,약수,28226
2023-02-23,금호,16785
2023-02-23,옥수,20121
2023-02-23,압구정,73570
2023-02-23,신사,67288
2023-02-23,잠원,10449
2023-02-23,고속터미널,93034
2023-02-23,교대(법원.검찰청),29097
2023-02-23,남부터미널(예술의전당),70278
2023-02-23,양재(서초구청),90600
2023-02-23,매봉,27372
2023-02-23,도곡,12026
2023-02-23,대치,27017
2023-02-23,학여울,4613
2023-02-23,대청,21727
2023-02-23,일원,23423
2023-02-23,수서,40483
2023-02-23,가락시장,20461
2023-02-23,경찰병원,16860
2023-02-23,오금,13189
2023-02-23,당고개,18575
2023-02-23,상계,39556
2023-02-23,노원,42840
2023-02-23,창동,55102
2023-02-23,쌍문,60218
2023-02-23,수유(강북구청),73305
2023-02-23,미아(서울사이버대학),31079
2023-02-23,미아사거리,56804
2023-02-23,길음,46683
2023-02-23,성신여대입구(돈암),44712
2023-02-23,한성대입구(삼선교),27311
2023-02-23,혜화,77568
2023-02-23,동대문,44695
2023-02-23,동대문역사문화공원(DDP),35665
2023-02-23,충무로,62628
2023-02-23,명동,60024
2023-02-23,회현(남대문시장),57989
2023-02-23,서울역,37344
2023-02-23,숙대입구(갈월),29281
2023-02-23,삼각지,13828
2023-02-23,신용산,41922
2023-02-23,이촌(국립중앙박물관),21802
2023-02-23,동작(현충원),4234
2023-02-23,총신대입구(이수),42527
2023-02-23,사당,54642
2023-02-23,남태령,2579
2023-02-23,방화,14197
2023-02-23,개화산,12541
2023-02-23,김포공항,15481
2023-02-23,송정,13462
2023-02-23,마곡,24822
2023-02-23,발산,48940
2023-02-23,우장산,30957
2023-02-23,화곡,61018
2023-02-23,까치산,61193
2023-02-23,신정(은행정),27080
2023-02-23,목동,38193
2023-02-23,오목교(목동운동장앞),49377
2023-02-23,양평,16711
2023-02-23,영등포구청,10209
2023-02-23,영등포시장,23635
2023-02-23,신길,9939
2023-02-23,여의도,67290
2023-02-23,여의나루,26553
2023-02-23,마포,33305
2023-02-23,공덕,33838
2023-02-23,애오개,15124
2023-02-23,충정로(경기대입구),10419
2023-02-23,서대문,45865
2023-02-23,광화문(세종문화회관),75475
2023-02-23,종로3가,30369
2023-02-23,을지로4가,14798
2023-02-23,동대문역사문화공원(DDP),7941
2023-02-23,청구,8563
2023-02-23,신금호,13984
2023-02-23,행당,16735
2023-02-23,왕십리(성동구청),10803
2023-02-23,마장,12338
2023-02-23,답십리,35267
2023-02-23,장한평,42883
2023-02-23,군자(능동),26610
2023-02-23,아차산(어린이대공원후문),30659
2023-02-23,광나루(장신대),28158
2023-02-23,천호(풍납토성),39930
2023-02-23,강동,39927
2023-02-23,길동,17845
2023-02-23,굽은다리(강동구민회관앞),19979
2023-02-23,명일,19257
2023-02-23,고덕,21500
2023-02-23,상일동,31289
2023-02-23,둔촌동,18619
2023-02-23,올림픽공원(한국체대),8716
2023-02-23,방이,16366
2023-02-23,오금,7805
2023-02-23,개롱,14492
2023-02-23,거여,21945
2023-02-23,마천,16093
2023-02-23,강일,11407
2023-02-23,미사,38274
2023-02-23,하남풍산,9619
2023-02-23,하남시청(덕풍·신장),16363
2023-02-23,하남검단산,13355
2023-02-23,응암,37903
2023-02-23,역촌,8878
2023-02-23,불광,9687
2023-02-23,독바위,6083
2023-02-23,구산,14956
2023-02-23,새절(신사),26306
2023-02-23,증산(명지대앞),21438
2023-02-23,디지털미디어시티,34465
2023-02-23,월드컵경기장(성산),9085
2023-02-23,마포구청,30042
2023-02-23,망원,32042
2023-02-23,합정,30087
2023-02-23,상수,20429
2023-02-23,광흥창(서강),20290
2023-02-23,대흥(서강대앞),19010
2023-02-23,공덕,42314
2023-02-23,효창공원앞,15149
2023-02-23,삼각지,15024
2023-02-23,녹사평(용산구청),10231
2023-02-23,이태원,21391
2023-02-23,한강진,22661
2023-02-23,버티고개,4772
2023-02-23,약수,8058
2023-02-23,청구,8598
2023-02-23,신당,19018
2023-02-23,동묘앞,17823
2023-02-23,창신,6830
2023-02-23,보문,16007
2023-02-23,안암(고대병원앞),25261
2023-02-23,고려대(종암),18432
2023-02-23,월곡(동덕여대),25068
2023-02-23,상월곡(한국과학기술연구원),14491
2023-02-23,돌곶이,19898
2023-02-23,석계,27006
2023-02-23,태릉입구,12694
2023-02-23,화랑대(서울여대입구),21919
2023-02-23,봉화산(서울의료원),19329
2023-02-23,장암,3868
2023-02-23,도봉산,20378
2023-02-23,수락산,27350
2023-02-23,마들,27950
2023-02-23,노원,44871
2023-02-23,중계,29465
2023-02-23,하계,37467
2023-02-23,공릉(서울과학기술대),27776
2023-02-23,태릉입구,18725
2023-02-23,먹골,22103
2023-02-23,중화,22614
2023-02-23,상봉(시외버스터미널),36478
2023-02-23,면목,31752
2023-02-23,사가정,34605
2023-02-23,용마산(용마폭포공원),12829
2023-02-23,중곡,22963
2023-02-23,군자(능동),29802
2023-02-23,어린이대공원(세종대),28410
2023-02-23,건대입구,28569
2023-02-23,뚝섬유원지,16991
2023-02-23,청담,47437
2023-02-23,강남구청,39942
2023-02-23,학동,56090
2023-02-23,논현,42244
2023-02-23,반포,13512
2023-02-23,고속터미널,33443
2023-02-23,내방,33339
2023-02-23,이수,34453
2023-02-23,남성,23997
2023-02-23,숭실대입구(살피재),26746
2023-02-23,상도,24935
2023-02-23,장승배기,19878
2023-02-23,신대방삼거리,32180
2023-02-23,보라매,15873
2023-02-23,신풍,24553
2023-02-23,대림(구로구청),17132
2023-02-23,남구로,34274
2023-02-23,가산디지털단지,99993
2023-02-23,철산,47011
2023-02-23,광명사거리,45662
2023-02-23,천왕,24690
2023-02-23,온수(성공회대입구),20729
2023-02-23,암사,39697
2023-02-23,천호(풍납토성),34432
2023-02-23,강동구청,24119
2023-02-23,몽촌토성(평화의문),14438
2023-02-23,잠실(송파구청),37191
2023-02-23,석촌,18506
2023-02-23,송파,19304
2023-02-23,가락시장,18315
2023-02-23,문정,50486
2023-02-23,장지,37116
2023-02-23,복정,19051
2023-02-23,산성,11171
2023-02-23,남한산성입구(성남법원.검찰청),27235
2023-02-23,단대오거리,26078
2023-02-23,신흥,11555
2023-02-23,수진,10991
2023-02-23,모란,8590
2023-02-23,남위례,14468
2023-02-24,서울역,125759
2023-02-24,시청,57682
2023-02-24,종각,89713
2023-02-24,종로3가,61846
2023-02-24,종로5가,57271
2023-02-24,동대문,23835
2023-02-24,신설동,31223
2023-02-24,제기동,39166
2023-02-24,청량리(서울시립대입구),44413
2023-02-24,동묘앞,18589
2023-02-24,시청,56982
2023-02-24,을지로입구,104316
2023-02-24,을지로3가,55782
2023-02-24,을지로4가,32464
2023-02-24,동대문역사문화공원(DDP),31958
2023-02-24,신당,33645
2023-02-24,상왕십리,31536
2023-02-24,왕십리(성동구청),34195
2023-02-24,한양대,18327
2023-02-24,뚝섬,53827
2023-02-24,성수,97614
2023-02-24,건대입구,86577
2023-02-24,구의(광진구청),53923
2023-02-24,강변(동서울터미널),73985
2023-02-24,잠실나루,32387
2023-02-24,잠실(송파구청),175311
2023-02-24,잠실새내,51177
2023-02-24,종합운동장,16778
2023-02-24,삼성(무역센터),127605
2023-02-24,선릉,121529
2023-02-24,역삼,125019
2023-02-24,강남,192562
2023-02-24,교대(법원.검찰청),83758
2023-02-24,서초,49551
2023-02-24,방배,36541
2023-02-24,사당,99737
2023-02-24,낙성대(강감찬),61150
2023-02-24,서울대입구(관악구청),109668
2023-02-24,봉천,51822
2023-02-24,신림,125082
2023-02-24,신대방,55493
2023-02-24,구로디지털단지,132863
2023-02-24,대림(구로구청),53687
2023-02-24,신도림,113469
2023-02-24,문래,51622
2023-02-24,영등포구청,50244
2023-02-24,당산,45937
2023-02-24,합정,81891
2023-02-24,홍대입구,158865
2023-02-24,신촌,84552
2023-02-24,이대,38090
2023-02-24,아현,22772
2023-02-24,충정로(경기대입구),23829
2023-02-24,용답,6670
2023-02-24,신답,4140
2023-02-24,신설동,8835
2023-02-24,도림천,2962
2023-02-24,양천구청,16258
2023-02-24,신정네거리,23743
2023-02-24,용두(동대문구청),5733
2023-02-24,지축,14199
2023-02-24,구파발,45796
2023-02-24,연신내,76320
2023-02-24,불광,37301
2023-02-24,녹번,32749
2023-02-24,홍제,38346
2023-02-24,무악재,9591
2023-02-24,독립문,16459
2023-02-24,경복궁(정부서울청사),50911
2023-02-24,안국,58441
2023-02-24,종로3가,26496
2023-02-24,을지로3가,26812
2023-02-24,동대입구,22353
2023-02-24,약수,29178
2023-02-24,금호,17130
2023-02-24,옥수,20644
2023-02-24,압구정,79028
2023-02-24,신사,72357
2023-02-24,잠원,10774
2023-02-24,고속터미널,112946
2023-02-24,교대(법원.검찰청),30253
2023-02-24,남부터미널(예술의전당),75807
2023-02-24,양재(서초구청),91149
2023-02-24,매봉,27607
2023-02-24,도곡,11793
2023-02-24,대치,28012
2023-02-24,학여울,7780
2023-02-24,대청,22018
2023-02-24,일원,22833
2023-02-24,수서,43100
2023-02-24,가락시장,20954
2023-02-24,경찰병원,16973
2023-02-24,오금,13700
2023-02-24,당고개,19531
2023-02-24,상계,40279
2023-02-24,노원,46712
2023-02-24,창동,58660
2023-02-24,쌍문,61862
2023-02-24,수유(강북구청),76767
2023-02-24,미아(서울사이버대학),31809
2023-02-24,미아사거리,59613
2023-02-24,길음,46343
2023-02-24,성신여대입구(돈암),45315
2023-02-24,한성대입구(삼선교),27959
2023-02-24,혜화,80539
2023-02-24,동대문,44470
2023-02-24,동대문역사문화공원(DDP),35781
2023-02-24,충무로,63254
2023-02-24,명동,64332
2023-02-24,회현(남대문시장),58195
2023-02-24,서울역,40047
2023-02-24,숙대입구(갈월),32000
2023-02-24,삼각지,15053
2023-02-24,신용산,44021
2023-02-24,이촌(국립중앙박물관),23256
2023-02-24,동작(현충원),4031
2023-02-24,총신대입구(이수),44954
2023-02-24,사당,58913
2023-02-24,남태령,2985
2023-02-24,방화,14456
2023-02-24,개화산,12786
2023-02-24,김포공항,16415
2023-02-24,송정,13987
2023-02-24,마곡,24756
2023-02-24,발산,48617
2023-02-24,우장산,31340
2023-02-24,화곡,62551
2023-02-24,까치산,62534
2023-02-24,신정(은행정),27158
2023-02-24,목동,38746
2023-02-24,오목교(목동운동장앞),51407
2023-02-24,양평,17642
2023-02-24,영등포구청,10244
2023-02-24,영등포시장,24955
2023-02-24,신길,9991
2023-02-24,여의도,67231
2023-02-24,여의나루,28390
2023-02-24,마포,34608
2023-02-24,공덕,34324
2023-02-24,애오개,15349
2023-02-24,충정로(경기대입구),10712
2023-02-24,서대문,43531
2023-02-24,광화문(세종문화회관),73181
2023-02-24,종로3가,33467
2023-02-24,을지로4가,14822
2023-02-24,동대문역사문화공원(DDP),7834
2023-02-24,청구,8340
2023-02-24,신금호,14042
2023-02-24,행당,16924
2023-02-24,왕십리(성동구청),11356
2023-02-24,마장,12729
2023-02-24,답십리,35956
2023-02-24,장한평,43789
2023-02-24,군자(능동),27832
2023-02-24,아차산(어린이대공원후문),30829
2023-02-24,광나루(장신대),28710
2023-02-24,천호(풍납토성),43124
2023-02-24,강동,40219
2023-02-24,길동,18194
2023-02-24,굽은다리(강동구민회관앞),20812
2023-02-24,명일,20143
2023-02-24,고덕,21580
2023-02-24,상일동,31750
2023-02-24,둔촌동,19266
2023-02-24,올림픽공원(한국체대),9026
2023-02-24,방이,16735
2023-02-24,오금,7838
2023-02-24,개롱,14484
2023-02-24,거여,22050
2023-02-24,마천,16340
2023-02-24,강일,11633
2023-02-24,미사,39100
2023-02-24,하남풍산,9863
2023-02-24,하남시청(덕풍·신장),17493
2023-02-24,하남검단산,13885
2023-02-24,응암,38838
2023-02-24,역촌,9021
2023-02-24,불광,9787
2023-02-24,독바위,6144
2023-02-24,구산,15383
2023-02-24,새절(신사),27044
2023-02-24,증산(명지대앞),21782
2023-02-24,디지털미디어시티,33534
2023-02-24,월드컵경기장(성산),9357
2023-02-24,마포구청,30473
2023-02-24,망원,34166
2023-02-24,합정,32336
2023-02-24,상수,23821
2023-02-24,광흥창(서강),20405
2023-02-24,대흥(서강대앞),19242
2023-02-24,공덕,43118
2023-02-24,효창공원앞,15529
2023-02-24,삼각지,15745
2023-02-24,녹사평(용산구청),11439
2023-02-24,이태원,25640
2023-02-24,한강진,24146
2023-02-24,버티고개,4698
2023-02-24,약수,8565
2023-02-24,청구,8582
2023-02-24,신당,18445
2023-02-24,동묘앞,18398
2023-02-24,창신,6828
2023-02-24,보문,16542
2023-02-24,안암(고대병원앞),31878
2023-02-24,고려대(종암),22356
2023-02-24,월곡(동덕여대),25757
2023-02-24,상월곡(한국과학기술연구원),12788
2023-02-24,돌곶이,20658
2023-02-24,석계,27723
2023-02-24,태릉입구,13155
2023-02-24,화랑대(서울여대입구),22161
2023-02-24,봉화산(서울의료원),19506
2023-02-24,장암,3809
2023-02-24,도봉산,20623
2023-02-24,수락산,28075
2023-02-24,마들,28585
2023-02-24,노원,48180
2023-02-24,중계,29544
2023-02-24,하계,37327
2023-02-24,공릉(서울과학기술대),28202
2023-02-24,태릉입구,19023
2023-02-24,먹골,22767
2023-02-24,중화,23267
2023-02-24,상봉(시외버스터미널),37884
2023-02-24,면목,32537
2023-02-24,사가정,35905
2023-02-24,용마산(용마폭포공원),12595
2023-02-24,중곡,23424
2023-02-24,군자(능동),30545
2023-02-24,어린이대공원(세종대),30732
2023-02-24,건대입구,29987
2023-02-24,뚝섬유원지,17235
2023-02-24,청담,46774
2023-02-24,강남구청,40238
2023-02-24,학동,56191
2023-02-24,논현,43342
2023-02-24,반포,13635
2023-02-24,고속터미널,37877
2023-02-24,내방,33138
2023-02-24,이수,36003
2023-02-24,남성,24030
2023-02-24,숭실대입구(살피재),26585
2023-02-24,상도,25052
2023-02-24,장승배기,20150
2023-02-24,신대방삼거리,32643
2023-02-24,보라매,15900
2023-02-24,신풍,24773
2023-02-24,대림(구로구청),17489
2023-02-24,남구로,34163
2023-02-24,가산디지털단지,99000
2023-02-24,철산,48672
2023-02-24,광명사거리,46723
2023-02-24,천왕,24897
2023-02-24,온수(성공회대입구),20312
2023-02-24,암사,39795
2023-02-24,천호(풍납토성),37002
2023-02-24,강동구청,24179
2023-02-24,몽촌토성(평화의문),14772
2023-02-24,잠실(송파구청),39071
2023-02-24,석촌,19353
2023-02-24,송파,20086
2023-02-24,가락시장,18771
2023-02-24,문정,49127
2023-02-24,장지,37589
2023-02-24,복정,19032
2023-02-24,산성,11495
2023-02-24,남한산성입구(성남법원.검찰청),29042
2023-02-24,단대오거리,28404
2023-02-24,신흥,12106
2023-02-24,수진,11583
2023-02-24,모란,13377
2023-02-24,남위례,14407
2023-02-25,서울역,93025
2023-02-25,시청,35145
2023-02-25,종각,50881
2023-02-25,종로3가,57165
2023-02-25,종로5가,51565
2023-02-25,동대문,24136
2023-02-25,신설동,22339
2023-02-25,제기동,36424
2023-02-25,청량리(서울시립대입구),41022
2023-02-25,동묘앞,27865
2023-02-25,시청,25533
2023-02-25,을지로입구,61023
2023-02-25,을지로3가,27690
2023-02-25,을지로4가,20201
2023-02-25,동대문역사문화공원(DDP),26643
2023-02-25,신당,26286
2023-02-25,상왕십리,20967
2023-02-25,왕십리(성동구청),27867
2023-02-25,한양대,9545
2023-02-25,뚝섬,34052
2023-02-25,성수,60453
2023-02-25,건대입구,81616
2023-02-25,구의(광진구청),37584
2023-02-25,강변(동서울터미널),64377
2023-02-25,잠실나루,16719
2023-02-25,잠실(송파구청),158872
2023-02-25,잠실새내,39541
2023-02-25,종합운동장,16330
2023-02-25,삼성(무역센터),77040
2023-02-25,선릉,51131
2023-02-25,역삼,43629
2023-02-25,강남,131630
2023-02-25,교대(법원.검찰청),42373
2023-02-25,서초,25887
2023-02-25,방배,22039
2023-02-25,사당,83413
2023-02-25,낙성대(강감찬),44406
2023-02-25,서울대입구(관악구청),79892
2023-02-25,봉천,37253
2023-02-25,신림,100091
2023-02-25,신대방,42555
2023-02-25,구로디지털단지,77506
2023-02-25,대림(구로구청),41733
2023-02-25,신도림,97081
2023-02-25,문래,31238
2023-02-25,영등포구청,31372
2023-02-25,당산,29584
2023-02-25,합정,73918
2023-02-25,홍대입구,176152
2023-02-25,신촌,76743
2023-02-25,이대,26283
2023-02-25,아현,16609
2023-02-25,충정로(경기대입구),14185
2023-02-25,용답,4699
2023-02-25,신답,2514
2023-02-25,신설동,8427
2023-02-25,도림천,1833
2023-02-25,양천구청,11406
2023-02-25,신정네거리,16818
2023-02-25,용두(동대문구청),4070
2023-02-25,지축,9511
2023-02-25,구파발,34533
2023-02-25,연신내,61080
2023-02-25,불광,30569
2023-02-25,녹번,21861
2023-02-25,홍제,28663
2023-02-25,무악재,6662
2023-02-25,독립문,15150
2023-02-25,경복궁(정부서울청사),44715
2023-02-25,안국,51809
2023-02-25,종로3가,18289
2023-02-25,을지로3가,14023
2023-02-25,동대입구,15964
2023-02-25,약수,20112
2023-02-25,금호,12578
2023-02-25,옥수,15150
2023-02-25,압구정,56497
2023-02-25,신사,55602
2023-02-25,잠원,7317
2023-02-25,고속터미널,118536
2023-02-25,교대(법원.검찰청),15063
2023-02-25,남부터미널(예술의전당),52293
2023-02-25,양재(서초구청),48661
2023-02-25,매봉,14581
2023-02-25,도곡,8290
2023-02-25,대치,21591
2023-02-25,학여울,5292
2023-02-25,대청,12857
2023-02-25,일원,11792
2023-02-25,수서,32494
2023-02-25,가락시장,13707
2023-02-25,경찰병원,8879
2023-02-25,오금,8011
2023-02-25,당고개,15556
2023-02-25,상계,30221
2023-02-25,노원,37775
2023-02-25,창동,44973
2023-02-25,쌍문,45503
2023-02-25,수유(강북구청),59138
2023-02-25,미아(서울사이버대학),24196
2023-02-25,미아사거리,48451
2023-02-25,길음,32324
2023-02-25,성신여대입구(돈암),35599
2023-02-25,한성대입구(삼선교),21820
2023-02-25,혜화,76212
2023-02-25,동대문,32630
2023-02-25,동대문역사문화공원(DDP),27974
2023-02-25,충무로,35214
2023-02-25,명동,58086
2023-02-25,회현(남대문시장),46873
2023-02-25,서울역,27661
2023-02-25,숙대입구(갈월),22496
2023-02-25,삼각지,13290
2023-02-25,신용산,30535
2023-02-25,이촌(국립중앙박물관),23290
2023-02-25,동작(현충원),2968
2023-02-25,총신대입구(이수),33314
2023-02-25,사당,51103
2023-02-25,남태령,2156
2023-02-25,방화,10394
2023-02-25,개화산,8350
2023-02-25,김포공항,15310
2023-02-25,송정,10460
2023-02-25,마곡,13112
2023-02-25,발산,32763
2023-02-25,우장산,21753
2023-02-25,화곡,43861
2023-02-25,까치산,44715
2023-02-25,신정(은행정),18004
2023-02-25,목동,24817
2023-02-25,오목교(목동운동장앞),35915
2023-02-25,양평,9773
2023-02-25,영등포구청,5117
2023-02-25,영등포시장,20318
2023-02-25,신길,6442
2023-02-25,여의도,29836
2023-02-25,여의나루,23469
2023-02-25,마포,18265
2023-02-25,공덕,17600
2023-02-25,애오개,7889
2023-02-25,충정로(경기대입구),4072
2023-02-25,서대문,16855
2023-02-25,광화문(세종문화회관),39670
2023-02-25,종로3가,32194
2023-02-25,을지로4가,9204
2023-02-25,동대문역사문화공원(DDP),3339
2023-02-25,청구,5416
2023-02-25,신금호,9500
2023-02-25,행당,10917
2023-02-25,왕십리(성동구청),8608
2023-02-25,마장,8804
2023-02-25,답십리,22782
2023-02-25,장한평,26283
2023-02-25,군자(능동),20798
2023-02-25,아차산(어린이대공원후문),27471
2023-02-25,광나루(장신대),22402
2023-02-25,천호(풍납토성),37338
2023-02-25,강동,28121
2023-02-25,길동,13386
2023-02-25,굽은다리(강동구민회관앞),15807
2023-02-25,명일,13928
2023-02-25,고덕,13972
2023-02-25,상일동,20115
2023-02-25,둔촌동,14825
2023-02-25,올림픽공원(한국체대),6874
2023-02-25,방이,11432
2023-02-25,오금,4365
2023-02-25,개롱,9693
2023-02-25,거여,13881
2023-02-25,마천,11260
2023-02-25,강일,7671
2023-02-25,미사,28696
2023-02-25,하남풍산,6385
2023-02-25,하남시청(덕풍·신장),12955
2023-02-25,하남검단산,13165
2023-02-25,응암,28555
2023-02-25,역촌,6515
2023-02-25,불광,8366
2023-02-25,독바위,4603
2023-02-25,구산,11024
2023-02-25,새절(신사),18877
2023-02-25,증산(명지대앞),16094
2023-02-25,디지털미디어시티,18683
2023-02-25,월드컵경기장(성산),32949
2023-02-25,마포구청,21108
2023-02-25,망원,32413
2023-02-25,합정,30213
2023-02-25,상수,22985
2023-02-25,광흥창(서강),11311
2023-02-25,대흥(서강대앞),13003
2023-02-25,공덕,23940
2023-02-25,효창공원앞,10159
2023-02-25,삼각지,12970
2023-02-25,녹사평(용산구청),10338
2023-02-25,이태원,26204
2023-02-25,한강진,25381
2023-02-25,버티고개,3338
2023-02-25,약수,5890
2023-02-25,청구,5386
2023-02-25,신당,14196
2023-02-25,동묘앞,17756
2023-02-25,창신,4341
2023-02-25,보문,11168
2023-02-25,안암(고대병원앞),16587
2023-02-25,고려대(종암),13464
2023-02-25,월곡(동덕여대),16397
2023-02-25,상월곡(한국과학기술연구원),8565
2023-02-25,돌곶이,13320
2023-02-25,석계,19347
2023-02-25,태릉입구,9832
2023-02-25,화랑대(서울여대입구),14463
2023-02-25,봉화산(서울의료원),11943
2023-02-25,장암,3168
2023-02-25,도봉산,16683
2023-02-25,수락산,22555
2023-02-25,마들,19285
2023-02-25,노원,35971
2023-02-25,중계,19900
2023-02-25,하계,26782
2023-02-25,공릉(서울과학기술대),19895
2023-02-25,태릉입구,14864
2023-02-25,먹골,16509
2023-02-25,중화,16731
2023-02-25,상봉(시외버스터미널),29157
2023-02-25,면목,23909
2023-02-25,사가정,26369
2023-02-25,용마산(용마폭포공원),9500
2023-02-25,중곡,15283
2023-02-25,군자(능동),21573
2023-02-25,어린이대공원(세종대),22366
2023-02-25,건대입구,26655
2023-02-25,뚝섬유원지,14095
2023-02-25,청담,26629
2023-02-25,강남구청,23762
2023-02-25,학동,25474
2023-02-25,논현,22304
2023-02-25,반포,9691
2023-02-25,고속터미널,32053
2023-02-25,내방,17536
2023-02-25,이수,27124
2023-02-25,남성,16820
2023-02-25,숭실대입구(살피재),19694
2023-02-25,상도,16924
2023-02-25,장승배기,14139
2023-02-25,신대방삼거리,22632
2023-02-25,보라매,11464
2023-02-25,신풍,17864
2023-02-25,대림(구로구청),17180
2023-02-25,남구로,18265
2023-02-25,가산디지털단지,30651
2023-02-25,철산,34582
2023-02-25,광명사거리,36577
2023-02-25,천왕,14800
2023-02-25,온수(성공회대입구),12538
2023-02-25,암사,26248
2023-02-25,천호(풍납토성),29014
2023-02-25,강동구청,13921
2023-02-25,몽촌토성(평화의문),10667
2023-02-25,잠실(송파구청),35395
2023-02-25,석촌,14644
2023-02-25,송파,13430
2023-02-25,가락시장,13376
2023-02-25,문정,19700
2023-02-25,장지,25946
2023-02-25,복정,12193
2023-02-25,산성,8985
2023-02-25,남한산성입구(성남법원.검찰청),18895
2023-02-25,단대오거리,18160
2023-02-25,신흥,9296
2023-02-25,수진,8860
2023-02-25,모란,7867
2023-02-25,남위례,9673
2023-02-26,서울역,72394
2023-02-26,시청,21562
2023-02-26,종각,31375
2023-02-26,종로3가,34189
2023-02-26,종로5가,27975
2023-02-26,동대문,23136
2023-02-26,신설동,18214
2023-02-26,제기동,24681
2023-02-26,청량리(서울시립대입구),30076
2023-02-26,동묘앞,29781
2023-02-26,시청,15735
2023-02-26,을지로입구,44533
2023-02-26,을지로3가,21530
2023-02-26,을지로4가,11119
2023-02-26,동대문역사문화공원(DDP),22338
2023-02-26,신당,19993
2023-02-26,상왕십리,15711
2023-02-26,왕십리(성동구청),19892
2023-02-26,한양대,6841
2023-02-26,뚝섬,25200
2023-02-26,성수,42634
2023-02-26,건대입구,60765
2023-02-26,구의(광진구청),25451
2023-02-26,강변(동서울터미널),49669
2023-02-26,잠실나루,11978
2023-02-26,잠실(송파구청),120735
2023-02-26,잠실새내,25827
2023-02-26,종합운동장,14612
2023-02-26,삼성(무역센터),59632
2023-02-26,선릉,28341
2023-02-26,역삼,27180
2023-02-26,강남,75201
2023-02-26,교대(법원.검찰청),25182
2023-02-26,서초,26805
2023-02-26,방배,14905
2023-02-26,사당,55311
2023-02-26,낙성대(강감찬),35126
2023-02-26,서울대입구(관악구청),59296
2023-02-26,봉천,27510
2023-02-26,신림,75115
2023-02-26,신대방,33647
2023-02-26,구로디지털단지,54437
2023-02-26,대림(구로구청),34645
2023-02-26,신도림,67232
2023-02-26,문래,19493
2023-02-26,영등포구청,19011
2023-02-26,당산,21001
2023-02-26,합정,51522
2023-02-26,홍대입구,129671
2023-02-26,신촌,55172
2023-02-26,이대,19896
2023-02-26,아현,12278
2023-02-26,충정로(경기대입구),8795
2023-02-26,용답,3878
2023-02-26,신답,1795
2023-02-26,신설동,7823
2023-02-26,도림천,1101
2023-02-26,양천구청,8314
2023-02-26,신정네거리,12186
2023-02-26,용두(동대문구청),2559
2023-02-26,지축,6674
2023-02-26,구파발,25840
2023-02-26,연신내,44075
2023-02-26,불광,23090
2023-02-26,녹번,15704
2023-02-26,홍제,21169
2023-02-26,무악재,4809
2023-02-26,독립문,11390
2023-02-26,경복궁(정부서울청사),33965
2023-02-26,안국,37161
2023-02-26,종로3가,11210
2023-02-26,을지로3가,9332
2023-02-26,동대입구,17591
2023-02-26,약수,14954
2023-02-26,금호,9134
2023-02-26,옥수,11270
2023-02-26,압구정,32817
2023-02-26,신사,31651
2023-02-26,잠원,4839
2023-02-26,고속터미널,95760
2023-02-26,교대(법원.검찰청),8847
2023-02-26,남부터미널(예술의전당),37396
2023-02-26,양재(서초구청),32546
2023-02-26,매봉,9330
2023-02-26,도곡,4327
2023-02-26,대치,13477
2023-02-26,학여울,4676
2023-02-26,대청,9650
2023-02-26,일원,9442
2023-02-26,수서,25464
2023-02-26,가락시장,8698
2023-02-26,경찰병원,6337
2023-02-26,오금,6729
2023-02-26,당고개,12826
2023-02-26,상계,22028
2023-02-26,노원,28044
2023-02-26,창동,33524
2023-02-26,쌍문,33757
2023-02-26,수유(강북구청),44273
2023-02-26,미아(서울사이버대학),17452
2023-02-26,미아사거리,33907
2023-02-26,길음,24590
2023-02-26,성신여대입구(돈암),27576
2023-02-26,한성대입구(삼선교),16932
2023-02-26,혜화,61802
2023-02-26,동대문,18946
2023-02-26,동대문역사문화공원(DDP),24390
2023-02-26,충무로,20851
2023-02-26,명동,46920
2023-02-26,회현(남대문시장),21512
2023-02-26,서울역,21345
2023-02-26,숙대입구(갈월),18714
2023-02-26,삼각지,9192
2023-02-26,신용산,22691
2023-02-26,이촌(국립중앙박물관),18502
2023-02-26,동작(현충원),2582
2023-02-26,총신대입구(이수),23797
2023-02-26,사당,36516
2023-02-26,남태령,1413
2023-02-26,방화,8121
2023-02-26,개화산,5957
2023-02-26,김포공항,13406
2023-02-26,송정,7829
2023-02-26,마곡,8482
2023-02-26,발산,21718
2023-02-26,우장산,15591
2023-02-26,화곡,31171
2023-02-26,까치산,33792
2023-02-26,신정(은행정),13431
2023-02-26,목동,17757
2023-02-26,오목교(목동운동장앞),25918
2023-02-26,양평,7265
2023-02-26,영등포구청,3585
2023-02-26,영등포시장,14118
2023-02-26,신길,4773
2023-02-26,여의도,22100
2023-02-26,여의나루,26703
2023-02-26,마포,11633
2023-02-26,공덕,11174
2023-02-26,애오개,6080
2023-02-26,충정로(경기대입구),3242
2023-02-26,서대문,11967
2023-02-26,광화문(세종문화회관),29778
2023-02-26,종로3가,21177
2023-02-26,을지로4가,4922
2023-02-26,동대문역사문화공원(DDP),2397
2023-02-26,청구,3877
2023-02-26,신금호,6782
2023-02-26,행당,8470
2023-02-26,왕십리(성동구청),6128
2023-02-26,마장,6364
2023-02-26,답십리,17406
2023-02-26,장한평,19050
