수송일자,역명,합계
2023-01-01,서울역,59067
2023-01-01,시청,17617
2023-01-01,종각,23810
2023-01-01,종로3가,23914
2023-01-01,종로5가,18896
2023-01-01,동대문,17482
2023-01-01,신설동,12974
2023-01-01,제기동,16786
2023-01-01,청량리(서울시립대입구),20494
2023-01-01,동묘앞,20244
2023-01-01,시청,12794
2023-01-01,을지로입구,33395
2023-01-01,을지로3가,18823
2023-01-01,을지로4가,7876
2023-01-01,동대문역사문화공원(DDP),18228
2023-01-01,신당,14434
2023-01-01,상왕십리,11879
2023-01-01,왕십리(성동구청),15044
2023-01-01,한양대,3993
2023-01-01,뚝섬,15274
2023-01-01,성수,26497
2023-01-01,건대입구,48089
2023-01-01,구의(광진구청),19619
2023-01-01,강변(동서울터미널),38809
2023-01-01,잠실나루,8899
2023-01-01,잠실(송파구청),80104
2023-01-01,잠실새내,19822
2023-01-01,종합운동장,16747
2023-01-01,삼성(무역센터),36311
2023-01-01,선릉,18216
2023-01-01,역삼,17758
2023-01-01,강남,49515
2023-01-01,교대(법원.검찰청),16502
2023-01-01,서초,22181
2023-01-01,방배,10958
2023-01-01,사당,36013
2023-01-01,낙성대(강감찬),26341
2023-01-01,서울대입구(관악구청),43504
2023-01-01,봉천,21445
2023-01-01,신림,60240
2023-01-01,신대방,26330
2023-01-01,구로디지털단지,41660
2023-01-01,대림(구로구청),28493
2023-01-01,신도림,41554
2023-01-01,문래,12657
2023-01-01,영등포구청,11910
2023-01-01,당산,14523
2023-01-01,합정,33873
2023-01-01,홍대입구,103026
2023-01-01,신촌,37838
2023-01-01,이대,13997
2023-01-01,아현,8961
2023-01-01,충정로(경기대입구),6261
2023-01-01,용답,3211
2023-01-01,신답,1315
2023-01-01,신설동,4942
2023-01-01,도림천,778
2023-01-01,양천구청,5743
2023-01-01,신정네거리,9017
2023-01-01,용두(동대문구청),2066
2023-01-01,지축,4934
2023-01-01,구파발,20025
2023-01-01,연신내,34058
2023-01-01,불광,17057
2023-01-01,녹번,11731
2023-01-01,홍제,15891
2023-01-01,무악재,3977
2023-01-01,독립문,7857
2023-01-01,경복궁(정부서울청사),24675
2023-01-01,안국,24227
2023-01-01,종로3가,7460
2023-01-01,을지로3가,7014
2023-01-01,동대입구,10219
2023-01-01,약수,11938
2023-01-01,금호,6955
2023-01-01,옥수,8824
2023-01-01,압구정,21532
2023-01-01,신사,19535
2023-01-01,잠원,3791
2023-01-01,고속터미널,65624
2023-01-01,교대(법원.검찰청),5178
2023-01-01,남부터미널(예술의전당),24421
2023-01-01,양재(서초구청),22752
2023-01-01,매봉,6635
2023-01-01,도곡,2935
2023-01-01,대치,10488
2023-01-01,학여울,1274
2023-01-01,대청,7474
2023-01-01,일원,6439
2023-01-01,수서,19928
2023-01-01,가락시장,6026
2023-01-01,경찰병원,5034
2023-01-01,오금,4547
2023-01-01,당고개,9454
2023-01-01,상계,17401
2023-01-01,노원,21173
2023-01-01,창동,25090
2023-01-01,쌍문,26125
2023-01-01,수유(강북구청),34766
2023-01-01,미아(서울사이버대학),14276
2023-01-01,미아사거리,25567
2023-01-01,길음,17356
2023-01-01,성신여대입구(돈암),21157
2023-01-01,한성대입구(삼선교),13114
2023-01-01,혜화,41010
2023-01-01,동대문,13735
2023-01-01,동대문역사문화공원(DDP),18943
2023-01-01,충무로,15964
2023-01-01,명동,45185
2023-01-01,회현(남대문시장),13131
2023-01-01,서울역,15587
2023-01-01,숙대입구(갈월),13371
2023-01-01,삼각지,5550
2023-01-01,신용산,17016
2023-01-01,이촌(국립중앙박물관),6672
2023-01-01,동작(현충원),2296
2023-01-01,총신대입구(이수),16929
2023-01-01,사당,24067
2023-01-01,남태령,1000
2023-01-01,방화,7261
2023-01-01,개화산,4939
2023-01-01,김포공항,11843
2023-01-01,송정,6295
2023-01-01,마곡,6540
2023-01-01,발산,16333
2023-01-01,우장산,11736
2023-01-01,화곡,23519
2023-01-01,까치산,27175
2023-01-01,신정(은행정),10317
2023-01-01,목동,12616
2023-01-01,오목교(목동운동장앞),16708
2023-01-01,양평,4859
2023-01-01,영등포구청,2531
2023-01-01,영등포시장,9295
2023-01-01,신길,3860
2023-01-01,여의도,10965
2023-01-01,여의나루,9724
2023-01-01,마포,8575
2023-01-01,공덕,7713
2023-01-01,애오개,4706
2023-01-01,충정로(경기대입구),2425
2023-01-01,서대문,8694
2023-01-01,광화문(세종문화회관),23771
2023-01-01,종로3가,16324
2023-01-01,을지로4가,2974
2023-01-01,동대문역사문화공원(DDP),1943
2023-01-01,청구,2983
2023-01-01,신금호,5530
2023-01-01,행당,6567
2023-01-01,왕십리(성동구청),5190
2023-01-01,마장,5134
2023-01-01,답십리,13583
2023-01-01,장한평,12945
2023-01-01,군자(능동),11185
2023-01-01,아차산(어린이대공원후문),23934
2023-01-01,광나루(장신대),14302
2023-01-01,천호(풍납토성),18973
2023-01-01,강동,14672
2023-01-01,길동,7547
2023-01-01,굽은다리(강동구민회관앞),10260
2023-01-01,명일,9005
2023-01-01,고덕,7822
2023-01-01,상일동,11070
2023-01-01,둔촌동,7965
2023-01-01,올림픽공원(한국체대),7584
2023-01-01,방이,6953
2023-01-01,오금,2471
2023-01-01,개롱,5223
2023-01-01,거여,7862
2023-01-01,마천,6684
2023-01-01,강일,4259
2023-01-01,미사,16647
2023-01-01,하남풍산,4841
2023-01-01,하남시청(덕풍·신장),7438
2023-01-01,하남검단산,8405
2023-01-01,응암,17025
2023-01-01,역촌,3988
2023-01-01,불광,5010
2023-01-01,독바위,2896
2023-01-01,구산,6059
2023-01-01,새절(신사),11277
2023-01-01,증산(명지대앞),9525
2023-01-01,디지털미디어시티,10104
2023-01-01,월드컵경기장(성산),8101
2023-01-01,마포구청,11809
2023-01-01,망원,15479
2023-01-01,합정,14755
2023-01-01,상수,12992
2023-01-01,광흥창(서강),7404
2023-01-01,대흥(서강대앞),6546
2023-01-01,공덕,12213
2023-01-01,효창공원앞,5256
2023-01-01,삼각지,5569
2023-01-01,녹사평(용산구청),5521
2023-01-01,이태원,16097
2023-01-01,한강진,10304
2023-01-01,버티고개,2131
2023-01-01,약수,2943
2023-01-01,청구,2915
2023-01-01,신당,6586
2023-01-01,동묘앞,9706
2023-01-01,창신,2789
2023-01-01,보문,6628
2023-01-01,안암(고대병원앞),7695
2023-01-01,고려대(종암),6824
2023-01-01,월곡(동덕여대),8994
2023-01-01,상월곡(한국과학기술연구원),5241
2023-01-01,돌곶이,9707
2023-01-01,석계,10831
2023-01-01,태릉입구,5268
2023-01-01,화랑대(서울여대입구),7818
2023-01-01,봉화산(서울의료원),6897
2023-01-01,장암,1550
2023-01-01,도봉산,9561
2023-01-01,수락산,12212
2023-01-01,마들,9938
2023-01-01,노원,17039
2023-01-01,중계,10739
2023-01-01,하계,14852
2023-01-01,공릉(서울과학기술대),10554
2023-01-01,태릉입구,7945
2023-01-01,먹골,9177
2023-01-01,중화,9427
2023-01-01,상봉(시외버스터미널),14952
2023-01-01,면목,12930
2023-01-01,사가정,14874
2023-01-01,용마산(용마폭포공원),5978
2023-01-01,중곡,9172
2023-01-01,군자(능동),12338
2023-01-01,어린이대공원(세종대),11754
2023-01-01,건대입구,13804
2023-01-01,뚝섬유원지,10388
2023-01-01,청담,9918
2023-01-01,강남구청,6674
2023-01-01,학동,7699
2023-01-01,논현,8213
2023-01-01,반포,4906
2023-01-01,고속터미널,19027
2023-01-01,내방,8056
2023-01-01,이수,13278
2023-01-01,남성,9252
2023-01-01,숭실대입구(살피재),9855
2023-01-01,상도,9157
2023-01-01,장승배기,7583
2023-01-01,신대방삼거리,13011
2023-01-01,보라매,5923
2023-01-01,신풍,10291
2023-01-01,대림(구로구청),15416
2023-01-01,남구로,12736
2023-01-01,가산디지털단지,17304
2023-01-01,철산,17019
2023-01-01,광명사거리,20275
2023-01-01,천왕,8627
2023-01-01,온수(성공회대입구),6702
2023-01-01,암사,15054
2023-01-01,천호(풍납토성),14914
2023-01-01,강동구청,7982
2023-01-01,몽촌토성(평화의문),7144
2023-01-01,잠실(송파구청),20647
2023-01-01,석촌,7915
2023-01-01,송파,7519
2023-01-01,가락시장,5702
2023-01-01,문정,7647
2023-01-01,장지,16717
2023-01-01,복정,7831
2023-01-01,산성,5084
2023-01-01,남한산성입구(성남법원.검찰청),10876
2023-01-01,단대오거리,10131
2023-01-01,신흥,5568
2023-01-01,수진,4823
2023-01-01,모란,4417
2023-01-01,남위례,4873
2023-01-02,서울역,95446
2023-01-02,시청,50245
2023-01-02,종각,77891
2023-01-02,종로3가,47761
2023-01-02,종로5가,44597
2023-01-02,동대문,18959
2023-01-02,신설동,25990
2023-01-02,제기동,33136
2023-01-02,청량리(서울시립대입구),35973
2023-01-02,동묘앞,14050
2023-01-02,시청,50098
2023-01-02,을지로입구,96788
2023-01-02,을지로3가,49571
2023-01-02,을지로4가,28125
2023-01-02,동대문역사문화공원(DDP),27394
2023-01-02,신당,26789
2023-01-02,상왕십리,27824
2023-01-02,왕십리(성동구청),27955
2023-01-02,한양대,18330
2023-01-02,뚝섬,45645
2023-01-02,성수,82512
2023-01-02,건대입구,69166
2023-01-02,구의(광진구청),46881
2023-01-02,강변(동서울터미널),58730
2023-01-02,잠실나루,29029
2023-01-02,잠실(송파구청),142972
2023-01-02,잠실새내,41810
2023-01-02,종합운동장,15344
2023-01-02,삼성(무역센터),105819
2023-01-02,선릉,108855
2023-01-02,역삼,114573
2023-01-02,강남,162055
2023-01-02,교대(법원.검찰청),67121
2023-01-02,서초,40798
2023-01-02,방배,32196
2023-01-02,사당,74411
2023-01-02,낙성대(강감찬),51927
2023-01-02,서울대입구(관악구청),90101
2023-01-02,봉천,45780
2023-01-02,신림,107915
2023-01-02,신대방,48858
2023-01-02,구로디지털단지,118803
2023-01-02,대림(구로구청),47977
2023-01-02,신도림,91269
2023-01-02,문래,43599
2023-01-02,영등포구청,44672
2023-01-02,당산,37530
2023-01-02,합정,59734
2023-01-02,홍대입구,120491
2023-01-02,신촌,70557
2023-01-02,이대,29001
2023-01-02,아현,19568
2023-01-02,충정로(경기대입구),20891
2023-01-02,용답,5668
2023-01-02,신답,3790
2023-01-02,신설동,6841
2023-01-02,도림천,2859
2023-01-02,양천구청,14160
2023-01-02,신정네거리,20814
2023-01-02,용두(동대문구청),4745
2023-01-02,지축,11919
2023-01-02,구파발,39502
2023-01-02,연신내,64925
2023-01-02,불광,31251
2023-01-02,녹번,29018
2023-01-02,홍제,32761
2023-01-02,무악재,8169
2023-01-02,독립문,12531
2023-01-02,경복궁(정부서울청사),40035
2023-01-02,안국,41186
2023-01-02,종로3가,20629
2023-01-02,을지로3가,22785
2023-01-02,동대입구,14683
2023-01-02,약수,24785
2023-01-02,금호,15047
2023-01-02,옥수,17125
2023-01-02,압구정,66696
2023-01-02,신사,57944
2023-01-02,잠원,8887
2023-01-02,고속터미널,81021
2023-01-02,교대(법원.검찰청),22526
2023-01-02,남부터미널(예술의전당),57297
2023-01-02,양재(서초구청),74777
2023-01-02,매봉,24231
2023-01-02,도곡,10077
2023-01-02,대치,23801
2023-01-02,학여울,3495
2023-01-02,대청,19157
2023-01-02,일원,20927
2023-01-02,수서,34740
2023-01-02,가락시장,16638
2023-01-02,경찰병원,15124
2023-01-02,오금,11789
2023-01-02,당고개,16482
2023-01-02,상계,35552
2023-01-02,노원,38423
2023-01-02,창동,48544
2023-01-02,쌍문,54403
2023-01-02,수유(강북구청),65169
2023-01-02,미아(서울사이버대학),27886
2023-01-02,미아사거리,50815
2023-01-02,길음,39058
2023-01-02,성신여대입구(돈암),37163
2023-01-02,한성대입구(삼선교),23356
2023-01-02,혜화,59169
2023-01-02,동대문,32680
2023-01-02,동대문역사문화공원(DDP),30402
2023-01-02,충무로,53092
2023-01-02,명동,52963
2023-01-02,회현(남대문시장),49918
2023-01-02,서울역,29669
2023-01-02,숙대입구(갈월),24548
2023-01-02,삼각지,12415
2023-01-02,신용산,36598
2023-01-02,이촌(국립중앙박물관),17581
2023-01-02,동작(현충원),3463
2023-01-02,총신대입구(이수),37062
2023-01-02,사당,43672
2023-01-02,남태령,2484
2023-01-02,방화,13323
2023-01-02,개화산,11272
2023-01-02,김포공항,14296
2023-01-02,송정,12243
2023-01-02,마곡,21955
2023-01-02,발산,43203
2023-01-02,우장산,28026
2023-01-02,화곡,55339
2023-01-02,까치산,56110
2023-01-02,신정(은행정),25149
2023-01-02,목동,34072
2023-01-02,오목교(목동운동장앞),43691
2023-01-02,양평,15432
2023-01-02,영등포구청,8929
2023-01-02,영등포시장,20843
2023-01-02,신길,9269
2023-01-02,여의도,62592
2023-01-02,여의나루,22551
2023-01-02,마포,28778
2023-01-02,공덕,29231
2023-01-02,애오개,13250
2023-01-02,충정로(경기대입구),9689
2023-01-02,서대문,40942
2023-01-02,광화문(세종문화회관),63938
2023-01-02,종로3가,24907
2023-01-02,을지로4가,12870
2023-01-02,동대문역사문화공원(DDP),7459
2023-01-02,청구,7222
2023-01-02,신금호,12685
2023-01-02,행당,15345
2023-01-02,왕십리(성동구청),9294
2023-01-02,마장,10806
2023-01-02,답십리,32192
2023-01-02,장한평,37120
2023-01-02,군자(능동),22416
2023-01-02,아차산(어린이대공원후문),26773
2023-01-02,광나루(장신대),24998
2023-01-02,천호(풍납토성),35292
2023-01-02,강동,36342
2023-01-02,길동,15735
2023-01-02,굽은다리(강동구민회관앞),18686
2023-01-02,명일,16944
2023-01-02,고덕,19061
2023-01-02,상일동,28520
2023-01-02,둔촌동,16175
2023-01-02,올림픽공원(한국체대),7502
2023-01-02,방이,14160
2023-01-02,오금,7435
2023-01-02,개롱,12547
2023-01-02,거여,19818
2023-01-02,마천,14152
2023-01-02,강일,9925
2023-01-02,미사,33555
2023-01-02,하남풍산,8401
2023-01-02,하남시청(덕풍·신장),13913
2023-01-02,하남검단산,11707
2023-01-02,응암,34261
2023-01-02,역촌,8060
2023-01-02,불광,8198
2023-01-02,독바위,5439
2023-01-02,구산,13391
2023-01-02,새절(신사),23453
2023-01-02,증산(명지대앞),19295
2023-01-02,디지털미디어시티,31173
2023-01-02,월드컵경기장(성산),8070
2023-01-02,마포구청,26526
2023-01-02,망원,26841
2023-01-02,합정,24170
2023-01-02,상수,17818
2023-01-02,광흥창(서강),17961
2023-01-02,대흥(서강대앞),16154
2023-01-02,공덕,36319
2023-01-02,효창공원앞,13056
2023-01-02,삼각지,11562
2023-01-02,녹사평(용산구청),8633
2023-01-02,이태원,18025
2023-01-02,한강진,14188
2023-01-02,버티고개,4273
2023-01-02,약수,6939
2023-01-02,청구,7127
2023-01-02,신당,14280
2023-01-02,동묘앞,14085
2023-01-02,창신,6456
2023-01-02,보문,14137
2023-01-02,안암(고대병원앞),21347
2023-01-02,고려대(종암),15659
2023-01-02,월곡(동덕여대),22697
2023-01-02,상월곡(한국과학기술연구원),11471
2023-01-02,돌곶이,19712
2023-01-02,석계,24321
2023-01-02,태릉입구,10937
2023-01-02,화랑대(서울여대입구),20086
2023-01-02,봉화산(서울의료원),17293
2023-01-02,장암,3181
2023-01-02,도봉산,18674
2023-01-02,수락산,24032
2023-01-02,마들,25556
2023-01-02,노원,40870
2023-01-02,중계,26483
2023-01-02,하계,34365
2023-01-02,공릉(서울과학기술대),22340
2023-01-02,태릉입구,15832
2023-01-02,먹골,19746
2023-01-02,중화,20967
2023-01-02,상봉(시외버스터미널),32050
2023-01-02,면목,29472
2023-01-02,사가정,31572
2023-01-02,용마산(용마폭포공원),11419
2023-01-02,중곡,20540
2023-01-02,군자(능동),26444
2023-01-02,어린이대공원(세종대),24629
2023-01-02,건대입구,25902
2023-01-02,뚝섬유원지,14517
2023-01-02,청담,41571
2023-01-02,강남구청,34057
2023-01-02,학동,51447
2023-01-02,논현,38082
2023-01-02,반포,11597
2023-01-02,고속터미널,30172
2023-01-02,내방,29838
2023-01-02,이수,29902
2023-01-02,남성,21366
2023-01-02,숭실대입구(살피재),23735
2023-01-02,상도,21233
2023-01-02,장승배기,18188
2023-01-02,신대방삼거리,28779
2023-01-02,보라매,14545
2023-01-02,신풍,22294
2023-01-02,대림(구로구청),16126
2023-01-02,남구로,33129
2023-01-02,가산디지털단지,94483
2023-01-02,철산,42340
2023-01-02,광명사거리,41058
2023-01-02,천왕,22959
2023-01-02,온수(성공회대입구),19096
2023-01-02,암사,35616
2023-01-02,천호(풍납토성),30553
2023-01-02,강동구청,21478
2023-01-02,몽촌토성(평화의문),12340
2023-01-02,잠실(송파구청),33580
2023-01-02,석촌,15932
2023-01-02,송파,17419
2023-01-02,가락시장,14970
2023-01-02,문정,45434
2023-01-02,장지,32798
2023-01-02,복정,15639
2023-01-02,산성,10014
2023-01-02,남한산성입구(성남법원.검찰청),24343
2023-01-02,단대오거리,22116
2023-01-02,신흥,10446
2023-01-02,수진,10201
2023-01-02,모란,7626
2023-01-02,남위례,12107
2023-01-03,서울역,92376
2023-01-03,시청,53073
2023-01-03,종각,80362
2023-01-03,종로3가,50392
2023-01-03,종로5가,48236
2023-01-03,동대문,20751
2023-01-03,신설동,26522
2023-01-03,제기동,34884
2023-01-03,청량리(서울시립대입구),38328
2023-01-03,동묘앞,14858
2023-01-03,시청,53346
2023-01-03,을지로입구,98166
2023-01-03,을지로3가,52223
2023-01-03,을지로4가,29487
2023-01-03,동대문역사문화공원(DDP),29706
2023-01-03,신당,28748
2023-01-03,상왕십리,29239
2023-01-03,왕십리(성동구청),29548
2023-01-03,한양대,19035
2023-01-03,뚝섬,48745
2023-01-03,성수,88257
2023-01-03,건대입구,73048
2023-01-03,구의(광진구청),49380
2023-01-03,강변(동서울터미널),58404
2023-01-03,잠실나루,30493
2023-01-03,잠실(송파구청),151884
2023-01-03,잠실새내,44984
2023-01-03,종합운동장,14644
2023-01-03,삼성(무역센터),113026
2023-01-03,선릉,115980
2023-01-03,역삼,127194
2023-01-03,강남,170125
2023-01-03,교대(법원.검찰청),72627
2023-01-03,서초,44354
2023-01-03,방배,33895
2023-01-03,사당,80427
2023-01-03,낙성대(강감찬),55094
2023-01-03,서울대입구(관악구청),94200
2023-01-03,봉천,47536
2023-01-03,신림,112871
2023-01-03,신대방,50799
2023-01-03,구로디지털단지,124658
2023-01-03,대림(구로구청),48554
2023-01-03,신도림,97888
2023-01-03,문래,46814
2023-01-03,영등포구청,46806
2023-01-03,당산,40401
2023-01-03,합정,64525
2023-01-03,홍대입구,124697
2023-01-03,신촌,73292
2023-01-03,이대,29500
2023-01-03,아현,20401
2023-01-03,충정로(경기대입구),21711
2023-01-03,용답,6024
2023-01-03,신답,3931
2023-01-03,신설동,6832
2023-01-03,도림천,2954
2023-01-03,양천구청,14635
2023-01-03,신정네거리,21552
2023-01-03,용두(동대문구청),5143
2023-01-03,지축,12483
2023-01-03,구파발,41686
2023-01-03,연신내,68440
2023-01-03,불광,32847
2023-01-03,녹번,30634
2023-01-03,홍제,34449
2023-01-03,무악재,8700
2023-01-03,독립문,14194
2023-01-03,경복궁(정부서울청사),40080
2023-01-03,안국,48518
2023-01-03,종로3가,21469
2023-01-03,을지로3가,23533
2023-01-03,동대입구,18694
2023-01-03,약수,25918
2023-01-03,금호,15846
2023-01-03,옥수,18050
2023-01-03,압구정,71550
2023-01-03,신사,62001
2023-01-03,잠원,9611
2023-01-03,고속터미널,81081
2023-01-03,교대(법원.검찰청),24443
2023-01-03,남부터미널(예술의전당),60074
2023-01-03,양재(서초구청),79993
2023-01-03,매봉,26012
2023-01-03,도곡,10418
2023-01-03,대치,25139
2023-01-03,학여울,3825
2023-01-03,대청,20192
2023-01-03,일원,22093
2023-01-03,수서,35279
2023-01-03,가락시장,18638
2023-01-03,경찰병원,15732
2023-01-03,오금,12484
2023-01-03,당고개,16995
2023-01-03,상계,36862
2023-01-03,노원,39985
2023-01-03,창동,51100
2023-01-03,쌍문,57266
2023-01-03,수유(강북구청),68544
2023-01-03,미아(서울사이버대학),28950
2023-01-03,미아사거리,52652
2023-01-03,길음,41331
2023-01-03,성신여대입구(돈암),38540
2023-01-03,한성대입구(삼선교),24903
2023-01-03,혜화,65156
2023-01-03,동대문,39924
2023-01-03,동대문역사문화공원(DDP),32595
2023-01-03,충무로,55626
2023-01-03,명동,53299
2023-01-03,회현(남대문시장),53205
2023-01-03,서울역,30264
2023-01-03,숙대입구(갈월),26191
2023-01-03,삼각지,12053
2023-01-03,신용산,37979
2023-01-03,이촌(국립중앙박물관),18358
2023-01-03,동작(현충원),3466
2023-01-03,총신대입구(이수),39255
2023-01-03,사당,47907
2023-01-03,남태령,2618
2023-01-03,방화,13421
2023-01-03,개화산,11412
2023-01-03,김포공항,14901
2023-01-03,송정,12512
2023-01-03,마곡,23031
2023-01-03,발산,44690
2023-01-03,우장산,29476
2023-01-03,화곡,57014
2023-01-03,까치산,58478
2023-01-03,신정(은행정),25903
2023-01-03,목동,35662
2023-01-03,오목교(목동운동장앞),46200
2023-01-03,양평,16077
2023-01-03,영등포구청,9345
2023-01-03,영등포시장,22134
2023-01-03,신길,9494
2023-01-03,여의도,64185
2023-01-03,여의나루,22244
2023-01-03,마포,30921
2023-01-03,공덕,30569
2023-01-03,애오개,14029
2023-01-03,충정로(경기대입구),9880
2023-01-03,서대문,42371
2023-01-03,광화문(세종문화회관),67890
2023-01-03,종로3가,26177
2023-01-03,을지로4가,13979
2023-01-03,동대문역사문화공원(DDP),7374
2023-01-03,청구,7530
2023-01-03,신금호,13444
2023-01-03,행당,16113
2023-01-03,왕십리(성동구청),9790
2023-01-03,마장,11184
2023-01-03,답십리,33513
2023-01-03,장한평,39423
2023-01-03,군자(능동),24373
2023-01-03,아차산(어린이대공원후문),27853
2023-01-03,광나루(장신대),25933
2023-01-03,천호(풍납토성),36717
2023-01-03,강동,37713
2023-01-03,길동,16713
2023-01-03,굽은다리(강동구민회관앞),19227
2023-01-03,명일,17708
2023-01-03,고덕,19378
2023-01-03,상일동,29711
2023-01-03,둔촌동,17614
2023-01-03,올림픽공원(한국체대),8025
2023-01-03,방이,15358
2023-01-03,오금,7372
2023-01-03,개롱,13223
2023-01-03,거여,20450
2023-01-03,마천,14891
2023-01-03,강일,10268
2023-01-03,미사,34773
2023-01-03,하남풍산,8932
2023-01-03,하남시청(덕풍·신장),14483
2023-01-03,하남검단산,12066
2023-01-03,응암,35763
2023-01-03,역촌,8250
2023-01-03,불광,8746
2023-01-03,독바위,5726
2023-01-03,구산,14124
2023-01-03,새절(신사),24662
2023-01-03,증산(명지대앞),20094
2023-01-03,디지털미디어시티,32648
2023-01-03,월드컵경기장(성산),8554
2023-01-03,마포구청,28203
2023-01-03,망원,28623
2023-01-03,합정,25890
2023-01-03,상수,18552
2023-01-03,광흥창(서강),18761
2023-01-03,대흥(서강대앞),16843
2023-01-03,공덕,38176
2023-01-03,효창공원앞,13526
2023-01-03,삼각지,13322
2023-01-03,녹사평(용산구청),9080
2023-01-03,이태원,18272
2023-01-03,한강진,18947
2023-01-03,버티고개,4236
2023-01-03,약수,7233
2023-01-03,청구,7703
2023-01-03,신당,17888
2023-01-03,동묘앞,15822
2023-01-03,창신,6797
2023-01-03,보문,14829
2023-01-03,안암(고대병원앞),22198
2023-01-03,고려대(종암),16301
2023-01-03,월곡(동덕여대),23511
2023-01-03,상월곡(한국과학기술연구원),11870
2023-01-03,돌곶이,18708
2023-01-03,석계,25520
2023-01-03,태릉입구,11607
2023-01-03,화랑대(서울여대입구),21032
2023-01-03,봉화산(서울의료원),18616
2023-01-03,장암,3372
2023-01-03,도봉산,19114
2023-01-03,수락산,24825
2023-01-03,마들,26052
2023-01-03,노원,41854
2023-01-03,중계,27704
2023-01-03,하계,35168
2023-01-03,공릉(서울과학기술대),23224
2023-01-03,태릉입구,16521
2023-01-03,먹골,20651
2023-01-03,중화,21885
2023-01-03,상봉(시외버스터미널),33674
2023-01-03,면목,30222
2023-01-03,사가정,32746
2023-01-03,용마산(용마폭포공원),11988
2023-01-03,중곡,21733
2023-01-03,군자(능동),27658
2023-01-03,어린이대공원(세종대),28214
2023-01-03,건대입구,27081
2023-01-03,뚝섬유원지,15144
2023-01-03,청담,44142
2023-01-03,강남구청,37363
2023-01-03,학동,54121
2023-01-03,논현,40400
2023-01-03,반포,12060
2023-01-03,고속터미널,29918
2023-01-03,내방,31393
2023-01-03,이수,32369
2023-01-03,남성,22541
2023-01-03,숭실대입구(살피재),24712
2023-01-03,상도,22724
2023-01-03,장승배기,18733
2023-01-03,신대방삼거리,29830
2023-01-03,보라매,14747
2023-01-03,신풍,23265
2023-01-03,대림(구로구청),16924
2023-01-03,남구로,33711
2023-01-03,가산디지털단지,97285
2023-01-03,철산,43988
2023-01-03,광명사거리,42293
2023-01-03,천왕,23470
2023-01-03,온수(성공회대입구),19469
2023-01-03,암사,37131
2023-01-03,천호(풍납토성),32170
2023-01-03,강동구청,22249
2023-01-03,몽촌토성(평화의문),12995
2023-01-03,잠실(송파구청),34692
2023-01-03,석촌,16946
2023-01-03,송파,18366
2023-01-03,가락시장,16873
2023-01-03,문정,47336
2023-01-03,장지,35014
2023-01-03,복정,16828
2023-01-03,산성,10520
2023-01-03,남한산성입구(성남법원.검찰청),25135
2023-01-03,단대오거리,23078
2023-01-03,신흥,10426
2023-01-03,수진,10446
2023-01-03,모란,7846
2023-01-03,남위례,12632
2023-01-04,서울역,94142
2023-01-04,시청,53391
2023-01-04,종각,82366
2023-01-04,종로3가,52319
2023-01-04,종로5가,48413
2023-01-04,동대문,21404
2023-01-04,신설동,27221
2023-01-04,제기동,37228
2023-01-04,청량리(서울시립대입구),39087
2023-01-04,동묘앞,15757
2023-01-04,시청,53574
2023-01-04,을지로입구,98897
2023-01-04,을지로3가,53073
2023-01-04,을지로4가,29530
2023-01-04,동대문역사문화공원(DDP),30411
2023-01-04,신당,29515
2023-01-04,상왕십리,29427
2023-01-04,왕십리(성동구청),30259
2023-01-04,한양대,19037
2023-01-04,뚝섬,49966
2023-01-04,성수,89192
2023-01-04,건대입구,74757
2023-01-04,구의(광진구청),49877
2023-01-04,강변(동서울터미널),58471
2023-01-04,잠실나루,30976
2023-01-04,잠실(송파구청),154608
2023-01-04,잠실새내,45642
2023-01-04,종합운동장,17326
2023-01-04,삼성(무역센터),114263
2023-01-04,선릉,118027
2023-01-04,역삼,127677
2023-01-04,강남,172711
2023-01-04,교대(법원.검찰청),73949
2023-01-04,서초,44787
2023-01-04,방배,35061
2023-01-04,사당,83993
2023-01-04,낙성대(강감찬),56741
2023-01-04,서울대입구(관악구청),95886
2023-01-04,봉천,48284
2023-01-04,신림,114776
2023-01-04,신대방,51329
2023-01-04,구로디지털단지,126555
2023-01-04,대림(구로구청),49840
2023-01-04,신도림,101149
2023-01-04,문래,47382
2023-01-04,영등포구청,46896
2023-01-04,당산,40752
2023-01-04,합정,65885
2023-01-04,홍대입구,128889
2023-01-04,신촌,74211
2023-01-04,이대,29721
2023-01-04,아현,20610
2023-01-04,충정로(경기대입구),22017
2023-01-04,용답,5864
2023-01-04,신답,3819
2023-01-04,신설동,7028
2023-01-04,도림천,3083
2023-01-04,양천구청,14766
2023-01-04,신정네거리,22086
2023-01-04,용두(동대문구청),4929
2023-01-04,지축,12784
2023-01-04,구파발,42198
2023-01-04,연신내,69745
2023-01-04,불광,33761
2023-01-04,녹번,30624
2023-01-04,홍제,35264
2023-01-04,무악재,9067
2023-01-04,독립문,14336
2023-01-04,경복궁(정부서울청사),43853
2023-01-04,안국,49472
2023-01-04,종로3가,23379
2023-01-04,을지로3가,24311
2023-01-04,동대입구,15986
2023-01-04,약수,26723
2023-01-04,금호,15966
2023-01-04,옥수,18648
2023-01-04,압구정,71475
2023-01-04,신사,61901
2023-01-04,잠원,9760
2023-01-04,고속터미널,80863
2023-01-04,교대(법원.검찰청),24764
2023-01-04,남부터미널(예술의전당),61073
2023-01-04,양재(서초구청),82098
